,purpose_en,start_date,end_date,destination_en,airfare,other_transport,lodging,meals,other_expenses,total,additional_comments_en
42834,Accompany the Minister,2018-08-13,2018-08-16,"Moncton, New Brunswick, Canada; Winnipeg, Manitoba, Canada",1991.03,363.05,305.08,260.4,18.25,2937.81,Updated information received in Q3 of 2018/19
42837,Accompany the Minister,2018-08-19,2018-08-21,"Victoria, British Columbia, Canada; Duncan, British Columbia, Canada; Ladysmith, British Columbia, Canada",1315.23,82.99,335.91,183.35,0.0,1917.48,Updated information received in Q3 of 2018/19
42842,To attend the International Brotherhood of Electrical Workers conference on behalf of the Minister; To attend the Building Trades event,2018-08-13,2018-08-16,"Moncton, New Brunswick, Canada; Winnipeg, Manitoba, Canada",1054.13,55.0,468.38,241.2,0.0,1818.71,Updated information received in Q3 of 2018/19
42856,Cancelled trip,2018-08-25,2018-08-27,"Vancouver, British Columbia, Canada; Saskatoon, Saskatchewan, Canada",1220.21,0.0,152.25,0.0,0.0,1372.46,"Updated information received in Q3 of 2018/19

Credit of $982.81 has been issued for future trip"
42857,Accompany the Minister,2018-08-19,2018-08-21,"Victoria, British Columbia, Canada; Duncan, British Columbia, Canada; Ladysmith, British Columbia, Canada",1257.48,0.0,335.91,163.9,0.0,1757.29,Updated information received in Q3 of 2018/19
42878,Accompany the Minister,2018-08-19,2018-08-22,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",1585.26,96.66,811.29,279.6,0.0,2772.81,Updated information received in Q3 of 2018/19
42892,To make announcements,2018-09-10,2018-09-14,"Toronto, Ontario, Canada; Regina, Saskatchewan, Canada",2353.63,60.0,753.78,347.2,0.0,3514.61,Updated information received in Q4 of 2018/19
42893,To make announcements,2018-08-27,2018-08-29,"Brantford, Ontario, Canada; Waterloo, Ontario, Canada; London, Ontario, Canada; Windsor, Ontario, Canada",496.44,30.0,324.99,106.0,0.0,957.43,Updated information received in Q4 of 2018/19
42901,To make an announcement,2018-08-14,2018-08-18,"Edmonton, Alberta, Canada; Vancouver, British-columbia, Canada; Winnipeg, Manitoba, Canada",2171.14,77.95,886.98,308.55,0.0,3444.62,Updated information received in Q4 of 2018/19
42902,Accompany the Minister,2018-11-02,2018-11-05,"Hamilton, Ontario, Canada; Toronto, Ontario, Canada",761.96,302.79,149.63,90.1,0.0,1304.48,Updated information received in Q4 of 2018/19
42906,Accompany the Minister,2018-11-18,2018-11-20,"Vancouver, British Columbia, Canada; Winnipeg, Manitoba, Canada",1684.05,177.91,350.77,220.3,0.0,2433.03,Updated information received in Q4 of 2018/19
42921,Accompany the Parliamentary Secretary,2018-11-14,2018-11-17,"Yellowknife, Northwest Territories, Canada; Edmonton, Alberta, Canada",1633.82,190.81,333.87,150.05,0.0,2308.55,Updated information received in Q4 of 2018/19
42929,Accompany the Minister,2018-11-18,2018-11-20,"Vancouver, British Columbia, Canada; Winnipeg, Manitoba, Canada",1684.05,127.0,350.77,220.3,0.0,2382.12,Updated information received in Q4 of 2018/19
42931,Accompany the Minister,2018-11-04,2018-11-05,"Hamilton, Ontario, Canada; Toronto, Ontario, Canada",822.98,61.75,161.23,90.1,0.0,1136.06,Updated information received in Q4 of 2018/19
42934,Accompany the Minister,2018-07-02,2018-07-06,"Montréal, Quebec, Canada; Québec, Quebec, Canada",1203.98,184.67,824.62,385.85,0.0,2599.12,Updated information received in Q4 of 2018/19
42950,To attend meetings with stakeholders,2018-06-22,2018-07-02,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",1482.72,94.66,969.03,360.45,0.0,2906.86,Updated information received in Q4 of 2018/19
42952,To attend the Executive Leadership Development Program,2018-04-23,2018-04-28,"Saskatoon, Saskatchewan, Canada; Yellowknife, Northwest Territories, Canada",1137.39,52.63,830.13,498.9,84.75,2603.8,Updated information received in Q4 of 2018/19
42953,To attend meetings with stakeholders; Site visits,2018-04-14,2018-04-18,"Chatham, Ontario, Canada; Toronto, Ontario, Canada",180.86,577.01,402.23,300.45,68.28,1528.83,Updated information received in Q4 of 2018/19
42958,To attend meetings,2018-10-09,2018-10-11,"Regina, Saskatchewan, Canada; Winnipeg, Manitoba, Canada",1573.72,93.29,152.54,282.1,0.0,2101.65,Updated information received in Q4 of 2018/19
42962,To make a Good Quality Jobs announcement; For site visits; To make an Infrastructure announcement; For Good Quality Jobs site visit,2018-11-14,2018-11-16,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",1654.39,0.0,384.89,250.05,0.0,2289.33,Updated information received in Q4 of 2018/19
42964,To make various announcements; To attend roundtables; To attend the Cabinet retreat,2018-08-19,2018-08-27,"Victoria, British Columbia, Canada; Duncan, British Columbia, Canada; Nanaimo, British Columbia, Canada; Kelowna, British Columbia, Canada; Vancouver, British Columbia, Canada; Saskatoon, Saskatchewan, Canada",4805.0,0.0,1775.18,444.8,0.0,7024.98,Updated information received in Q4 of 2018/19
42966,Accompany the Minister,2019-01-15,2019-01-18,"Montréal, Quebec, Canada; Sherbrooke, Quebec, Canada",810.95,395.11,534.31,230.6,0.0,1970.97,Trip amendment from Q4 of 2018/19
42970,Accompany the Minister,2018-11-14,2018-11-17,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",1849.68,67.5,385.94,229.8,0.0,2532.92,Updated information received in Q4 of 2018/19
42971,Accompany the Minister,2018-11-14,2018-11-16,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",1669.4,0.0,210.33,180.2,0.0,2059.93,Updated information received in Q4 of 2018/19
42993,To attend events with Seniors; To visit Residences for Seniors,2018-11-11,2018-11-16,"Winnipeg, Manitoba, Canada; North Bay, Ontario, Canada; Little Current, Ontario, Canada; Sault Ste. Marie, Ontario, Canada",2271.81,530.94,647.26,330.25,0.0,3780.26,Updated information received in Q4 of 2018/19
43005,Accompany the Minister,2018-10-08,2018-10-13,"Hamilton, Ontario, Canada; Toronto, Ontario, Canada",687.32,456.94,822.95,430.65,0.0,2397.86,Updated information received in Q4 of 2018/19
43058,Accompany the Minister,2019-03-24,2019-03-28,"Hamilton, Ontario, Canada; Vancouver, British Columbia, Canada; Nanaimo, British Columbia, Canada",1542.95,649.05,676.18,450.5,0.0,3318.68,Updated information received in Q1 of 2019/20
43061,To make an announcement on Student Work Placements at the Ontario Power Generation Facility; To attend meetings,2018-04-09,2018-04-11,"Bowmanville, Ontario, Canada; Ottawa, Ontario, Canada",1504.07,0.0,104.34,86.8,0.0,1695.21,Updated information received in Q1 of 2019/20
43071,Accompany the Minister,2019-01-22,2019-01-26,"Hamilton, Ontario, Canada; Windsor, Ontario, Canada; Toronto, Ontario, Canada",903.05,457.07,694.06,410.4,0.0,2464.58,Updated information received in Q1 of 2019/20
43073,Accompany the Minister,2019-02-08,2019-02-14,"Edmonton, Alberta, Canada; Vancouver, British Columbia, Canada",1581.71,63.94,1187.56,560.45,0.0,3393.66,Updated information received in Q1 of 2019/20
43075,To attend the Federal-Provincial-Territorial Conference; To make an announcement on Canada Pension Plan,2019-04-22,2019-04-24,"Saskatoon, Saskatchewan, Canada; Mississauga, Ontario, Canada",1841.22,60.0,340.7,20.1,0.0,2262.02,Updated information received in Q1 of 2019/20
43079,To make announcements on Housing and on Gas Tax and meet with stakeholders,2019-03-19,2019-03-22,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",3670.82,30.0,551.73,200.45,0.0,4453.0,Updated information received in Q1 of 2019/20
43080,Cancelled trip,2019-03-13,2019-03-15,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",192.8,0.0,0.0,0.0,0.0,192.8,Trip amendment from Q1 of 2019/20
43081,Cancelled trip,2019-03-13,2019-03-15,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",1759.85,0.0,0.0,0.0,0.0,1759.85,Credit has been issued for future trip
43083,"To make announcements on Rental Construction Financing initiative and Benefits, and to  host Roundtable on Poverty Reduction Strategy",2019-02-11,2019-02-12,"Toronto, Ontario, Canada; Montréal, Quebec, Canada",835.44,51.0,177.31,109.95,0.0,1173.7,"Updated information received in Q1 of 2019/20

The airfare amount is net of a travel credit of $402.42"
43086,To attend meetings; To make announcements on Innovation Science & Economic Developement; To attend the Cabinet retreat,2019-01-14,2019-01-18,"Montréal, Quebec, Canada; Thetford Mines, Quebec, Canada; Sherbrooke, Quebec, Canada",0.0,0.0,593.81,320.7,0.0,914.51,Updated information received in Q1 of 2019/20
43087,"To make announcements on Early Learning and Child Care, on Employment Insurance Caregiver and on Housing",2019-01-08,2019-01-11,"Toronto, Ontario, Canada; Scarborough, Ontario, Canada; Montréal, Quebec, Canada",1005.29,40.0,542.46,160.35,0.0,1748.1,Updated information received in Q1 of 2019/20
43090,To attend BC Non-profit association conference; to make announcements on Rental Construction Financing initiative and on Housing,2018-11-18,2018-11-20,"Vancouver, British Columbia, Canada; Winnipeg, Manitoba, Canada",1987.97,62.0,350.77,200.05,0.0,2600.79,Updated information received in Q1 of 2019/20
43091,To make an announcement on Pricing Pollution and to attend Seminar at the  Laval University,2018-10-23,2018-10-24,"Montréal, Quebec, Canada; Québec, Quebec, Canada",380.67,0.0,0.0,0.0,0.0,380.67,Updated information received in Q1 of 2019/20
43092,To attend a conference at the Bishop University and participate at the 'APCHQ' Conference,2018-10-18,2018-10-19,"Montréal, Quebec, Canada; Sherbrooke, Quebec, Canada",0.0,0.0,236.82,90.1,0.0,326.92,Updated information received in Q1 of 2019/20
43096,To attend Housing announcements,2019-04-14,2019-04-16,"Vancouver, British Columbia, Canada; Campbell River, British Columbia, Canada",1593.93,0.0,320.92,162.0,0.0,2076.85,Updated information received in Q1 of 2019/20
43099,To attend Housing announcements and meet with stakeholders,2019-02-11,2019-02-11,"Toronto, Ontario, Canada; London, Ontario, Canada",0.0,0.0,0.0,40.1,0.0,40.1,Updated information received in Q1 of 2019/20
43100,To attend the Annual Bilateral Housing Northwest Territories meeting; To attend meeting with the  Federation of Canadian Municipalities,2018-11-14,2018-11-16,"Yellowknife, Northwest Territories, Canada; Edmonton, Alberta, Canada",1671.24,189.75,333.87,120.3,0.0,2315.16,Updated information received in Q1 of 2019/20
43101,Accompany the Minister on Housing announcement; and Canada Pension Plan announcement; Accompany the Parliamentary Secretary on Housing announcements,2019-04-04,2019-04-26,"Toronto, Ontario, Canada; Oxford, Ontario, Canada; Windsor, Ontario, Canada; Orillia, Ontario, Canada",1057.95,320.27,0.0,243.2,0.0,1621.42,Credit of $244.22 has been issued for future trip
43105,Accompany the Minister for Employment Insurance Parental Sharing Leave announcement; Accompany the Minister for Housing announcements,2019-01-09,2019-01-13,"Toronto, Ontario, Canada; Scarborough, Ontario, Canada",342.41,198.35,0.0,180.2,0.0,720.96,Updated information received in Q1 of 2019/20
43107,Accompany the Parliamentary Secretary to Housing announcements,2019-04-14,2019-04-17,"Vancouver, British Columbia, Canada; Campbell River, British Columbia, Canada",1588.28,239.37,320.92,212.65,0.0,2361.22,Updated information received in Q1 of 2019/20
43108,Accompany the Minister for the Budget Tour,2019-03-19,2019-03-22,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",2088.81,242.64,551.73,270.3,0.0,3153.48,Updated information received in Q1 of 2019/20
43109,Cancelled trip,2019-03-13,2019-03-14,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",1028.41,0.0,0.0,0.0,0.0,1028.41,Credit has been issued for future trip
43124,Accompany the Parliamentary Secretary for housing announcements; To attend stakeholder meetings on Homelessness & Housing,2019-02-11,2019-02-11,"Toronto, Ontario, Canada; London, Ontario, Canada",665.75,178.61,0.0,90.1,0.0,934.46,Updated information received in Q1 of 2019/20
43126,Accompany the Minister for announcements on Rental Construction Financing Initiative and meetings with stakeholders,2019-02-11,2019-02-18,"Montréal, Quebec, Canada; Québec, Quebec, Canada",0.0,673.81,389.13,310.4,0.0,1373.34,Trip amendment from Q4 of 2018/19
43127,"Accompany the Minister to a Federal, Provincial and Territorial conference; and Canada Pension Plan announcement",2019-04-22,2019-04-24,"Saskatoon, Saskatchewan, Canada; Mississauga, Ontario, Canada",1303.04,192.26,340.7,91.25,0.0,1927.25,Updated information received in Q1 of 2019/20
43132,Accompany the Minister on Gas tax announcement; Accompany the Minister to Housing events,2019-03-19,2019-03-23,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",2793.75,65.45,551.73,250.45,0.0,3661.38,Updated information received in Q1 of 2019/20
43133,Accompany the Minister on Housing announcement,2019-03-13,2019-03-15,"Mississauga, Ontario, Canada; Toronto, Ontario, Canada",684.96,91.46,357.26,180.2,0.0,1313.88,Updated information received in Q1 of 2019/20
43136,Accompany the Minister for announcement on Rental Construction Financial and the 20th AGA of Réseau solidarité itinérance au Québec and meetings with stakeholders ,2019-02-11,2019-02-15,"Montréal, Quebec, Canada; Québec, Quebec, Canada; Toronto, Ontario, Canada",672.04,407.55,389.13,400.5,0.0,1869.22,"Updated information received in Q1 of 2019/20

The airfare amount is net of a travel credit of $815.46"
43138,Accompany the Minister on Co-investment fund; Accompany the Minister on Rental Construction Financial Initiave announcement; Accompany the Minister to a Canada Mortgage and Housing of Corporation event,2019-01-22,2019-01-25,"Montréal, Quebec, Canada; Winnipeg, Manitoba, Canada; Québec, Quebec, Canada",1110.06,50.85,442.9,310.4,0.0,1914.21,Updated information received in Q1 of 2019/20
43139,Accompany the Minister for a briefing on Military; To attend the Canada Mortgage and Housing  Corporation roundtable meeting,2019-01-13,2019-01-16,"Montréal, Quebec, Canada; Québec, Quebec, Canada; Sherbrooke, Quebec, Canada",0.0,15.5,342.74,269.9,0.0,628.14,Updated information received in Q1 of 2019/20
43140,Accompany the Minister for Early Learning and Child Care and Housing announcements,2019-01-09,2019-01-11,"Toronto, Ontario, Canada; Scarborough, Ontario, Canada; Montréal, Quebec, Canada",899.66,117.85,172.34,160.35,0.0,1350.2,Updated information received in Q1 of 2019/20
43163,For Women Symposium; To launch Modernized Youth Employment Strategy; For various announcements; To meet stakeholders for Youth Employment/Skills Week; To speak at events,2019-05-08,2019-05-17,"Toronto, Ontario, Canada; Winnipeg, Manitoba, Canada; Saskatoon, Saskatchewan, Canada; Edmonton, Alberta, Canada",4218.63,43.65,854.82,385.5,0.0,5502.6,Trip amendment from Q1 of 2019/20
43171,Cancelled trip,2018-02-16,2018-02-22,"Calgary, Alberta, Canada; Vancouver, British Columbia, Canada; Regina, Saskatchewan, Canada",1360.54,0.0,0.0,0.0,0.0,1360.54,Updated information received in Q1 of 2019/20
43173,To attend a pre-apprenticeship events; To attend a Future Skills launch and agriculture-themed event; To attend skills event,2019-02-13,2019-02-15,"Vaughan, Ontario, Canada; Toronto, Ontario, Canada; Guelph, Ontario, Canada; Windsor, Ontario, Canada",862.37,0.0,425.29,200.05,0.0,1487.71,Updated information received in Q1 of 2019/20
43177,Accompany the Minister for youth employment announcement and Skills week tour,2019-05-10,2019-05-20,"Toronto, Ontario, Canada; Winnipeg, Manitoba, Canada; Saskatoon, Saskatchewan, Canada; Edmonton, Alberta, Canada",3799.69,110.48,854.82,365.0,0.0,5129.99,Trip amendment from Q1 of 2019/20
43179,Accompany the Minister for various announcements and meetings with stakeholders for Skills week,2019-05-12,2019-05-17,"Toronto, Ontario, Canada; Winnipeg, Manitoba, Canada; Saskatoon, Saskatchewan, Canada; Edmonton, Alberta, Canada",3637.49,177.58,798.13,415.65,0.0,5028.85,Trip amendment from Q1 of 2019/20
43224,Ontario Tour,2019-04-22,2019-04-26,"Kingston, Ontario, Canada; Barrie, Ontario, Canada; Toronto, Ontario, Canada",0.0,0.0,527.03,365.0,0.0,892.03,Updated information received in Q1 of 2019/20
43226,Ontario and Western Tour,2019-03-24,2019-03-28,"Toronto, Ontario, Canada; Nanaimo, British Columbia, Canada; Vancouver, British Columbia, Canada",1485.2,17.45,676.18,430.25,0.0,2609.08,Updated information received in Q1 of 2019/20
43228,Western tour,2019-02-08,2019-02-14,"Edmonton, Alberta, Canada; Vancouver, British Columbia, Canada",1862.06,188.8,1187.56,560.45,0.0,3798.87,Updated information received in Q1 of 2019/20
43234,Accompany the Minister,2019-04-22,2019-04-26,"Hamilton, Ontario, Canada; Barrie, Ontario, Canada",0.0,594.0,515.28,365.0,0.0,1474.28,Updated information received in Q1 of 2019/20
43235,Accompany the Minister on the Ontario Tour,2019-04-22,2019-04-26,"Kingston, Ontario, Canada; Barrie, Ontario, Canada; Toronto, Ontario, Canada; Hamilton, Ontario, Canada",643.15,536.38,683.63,435.75,0.0,2298.91,Trip amendment from Q1 2019/20
43239,Accompany the Minister,2019-03-26,2019-03-28,"Vancouver, British Columbia, Canada; Nanaimo, British Columbia, Canada",1426.22,156.69,349.48,200.05,0.0,2132.44,Updated information received in Q1 of 2019/20
43241,Accompany the Minister,2019-02-08,2019-02-17,"Edmonton, Alberta, Canada; Vancouver, British Columbia, Canada",1555.46,290.65,1187.56,560.45,0.0,3594.12,Updated information received in Q1 of 2019/20
43242,To attend a roundtable on Housing and a Workers Benefit announcement ,2019-05-23,2019-05-24,"Montréal, Quebec, Canada; Joliette, Quebec, Canada",1248.38,75.0,189.22,40.6,0.0,1553.2,Updated information received in June 2019/20
43244,For Canada Child Benefit announcements,2019-05-05,2019-05-06,"Barrie, Ontario, Canada; Richmond Hill, Ontario, Canada",813.84,30.0,119.87,20.1,0.0,983.81,Updated information received in June 2019/20
43248,For announcements on Housing and Homelessness,2019-05-21,2019-05-24,"Oshawa, Ontario, Canada; Brampton, Ontario, Canada; Hamilton, Ontario, Canada; Milton, Ontario, Canada",560.61,0.0,0.0,314.35,0.0,874.96,Trip amendment from Q1 of 2019/20
43249,"For Habitat for Humanity (cancelled trip); To attend the ""Housing: What's Next?"" Conference on Seniors",2019-05-02,2019-05-03,"St. John's, Newfoundland And Labrador, Canada; Montréal, Quebec, Canada",753.94,89.0,414.12,91.25,0.0,1348.31,Trip amendment from Q1 of 2019/20
43250,To attend Housing announcements,2019-04-18,2019-04-26,"London, Ontario, Canada; Oxford, Ontario, Canada; Windsor, Ontario, Canada; Orillia, Ontario, Canada",289.37,0.0,0.0,172.45,0.0,461.82,Trip amendment from Q1 2019/20
43251,Accompany the Parliamentary Secretary for announcements on Housing and Homelessness and a Townhall,2019-05-21,2019-05-23,"Oshawa, Ontario, Canada; Brampton, Ontario, Canada; Hamilton, Ontario, Canada; Milton, Ontario, Canada",735.81,276.79,0.0,223.1,0.0,1235.7,Updated information received in June 2019/20
43252,Accompany the Minister for Canada Child Benefit announcements,2019-05-05,2019-05-06,"Barrie, Ontario, Canada; Richmond Hill, Ontario, Canada",766.42,183.67,119.87,70.75,0.0,1140.71,Updated information received in June 2019/20
43260,Accompany the Minister for a roundtable on Housing and a Workers Benefit announcement ,2019-05-23,2019-05-25,"Montréal, Quebec, Canada; Joliette, Quebec, Canada",0.0,23.0,166.6,91.25,0.0,280.85,Updated information received in June 2019/20
43265,Accompany the Minister for  Canada Child Benefit announcements,2019-05-05,2019-05-06,"Barrie, Ontario, Canada; Richmond Hill, Ontario, Canada; Montréal, Quebec, Canada",776.49,36.72,119.87,70.75,0.0,1003.83,Updated information received in June 2019/20
43267,Accompany the Minister for a Federal-Provincial-Territorial conference and a Canada Pension Plan announcement,2019-04-22,2019-04-24,"Saskatoon, Saskatchewan, Canada; Mississauga, Ontario, Canada",1961.31,59.35,340.7,71.15,0.0,2432.51,Trip amendment from Q1 of 2019/20
43273,Accompany the Minister for a  roundtable on Housing and a Workers Benefit announcement ,2019-05-23,2019-05-24,"Montréal, Quebec, Canada; Joliette, Quebec, Canada",0.0,0.0,0.0,91.25,0.0,91.25,Updated information received in June 2019/20
43295,For various announcements and meetings with stakeholders for Skills week; For British Columbia Maritime Employers Association / International Longshore Workers Union negotiations,2019-05-21,2019-05-30,"Charlottetown, Prince Edward Island, Canada; Toronto, Ontario, Canada; London, Ontario, Canada; Vancouver, British Columbia, Canada",5175.48,5.0,1432.32,476.35,0.0,7089.15,"Trip amendment from Q1 2019/20

Credit has been issued for future trip"
43297,For student work placement echo announcement and youth accomplishment echo event (Skills week) on behalf of the Minister,2019-05-20,2019-05-23,"Calgary, Alberta, Canada; Winnipeg, Manitoba, Canada",2637.25,40.0,817.09,233.15,0.0,3727.49,Updated information received in June 2019/20
43304,Accompany the Parliamentary Secretary for student work placement echo announcement; For youth accomplishment echo event (Skills week),2019-05-20,2019-05-22,"Calgary, Alberta, Canada; Winnipeg, Manitoba, Canada",1697.56,292.55,426.81,233.15,0.0,2650.07,Updated information received in June 2019/20
43329,For First-Time Home Buyer Incentive announcements,2019-06-16,2019-06-18,"Vancouver, British Columbia, Canada; Mississauga, Ontario, Canada",5069.69,0.0,584.03,71.15,0.0,5724.87,"New Trip from P3 2019/20

The airfare amount is net of a travel credit of $506.03"
43332,To accompany the Minister to a Federal Community Housing Initiative announcement;  To accompany the Parliamentary Secretary to the Rental Construction Financing Initiative announcement,2019-06-21,2019-06-27,"Mississauga, Ontario, Canada; Toronto, Ontario, Canada",727.9,185.27,0.0,40.6,0.0,953.77,New Trip from P3 2019/20
43343,To accompany the Minister for First-Time Home Buyer Incentive announcements,2019-06-16,2019-06-18,"Vancouver, British Columbia, Canada; Mississauga, Ontario, Canada",2378.06,194.88,186.86,91.25,0.0,2851.05,Trip amendment from P3 of 2019/20
43364,Accompany the Minister on the Ontario Tour to visit stakeholders,2019-07-14,2019-07-19,"London, Ontario, Canada; Hamilton, Ontario, Canada; Niagara, Ontario, Canada; Welland, Ontario, Canada; Oakville, Ontario, Canada; Burlington, Ontario, Canada",926.78,593.0,806.2,527.0,0.0,2852.98,Trip amendment from P4 of 2019/20
43374,To attend Assistant Deputy Minister Executive Leadership Development Program Block 6,2019-07-08,2019-07-13,"Ottawa, Ontario, Canada; Iqualuit, Nunavut, Canada",2259.0,143.04,1167.11,776.5,50.65,4396.3,Trip amendment from P4 of 2019/20
43376,To make a Canada Child Benefit announcement,2019-07-16,2019-07-19,"Chatham, Ontario, Canada; London, Ontario, Canada; Kitchener, Ontario, Canada; Milton, Ontario, Canada; Toronto, Ontario, Canada; Belleville, Ontario, Canada; Napanee, Ontario, Canada; Kingston, Ontario, Canada; Windsor, Ontario, Canada",1391.99,0.0,343.66,212.65,0.0,1948.3,Trip amendment from P4 of 2019/20
43377,To attend a retirement announcement and a First-Time Home Buyer Incentive announcement,2019-07-09,2019-07-10,"Toronto, Ontario, Canada; Pickering, Ontario, Canada; Boucherville, Quebec, Canada; Beloeil, Quebec, Canada",941.09,248.6,207.05,131.85,0.0,1528.59,New Trip from P4 2019/20
43386,Cancelled trip,2019-05-30,2019-06-01,"Toronto, Ontario, Canada; Québec, Quebec, Canada",1288.0,0.0,0.0,0.0,0.0,1288.0,New Trip from Q1 2019/20
43396,British Columbia Tour to visit stakeholders,2019-07-03,2019-07-10,"Kelowna, British Columbia, Canada; Kamloops, British Columbia, Canada; Richmond, British Columbia, Canada",1762.12,259.9,1673.88,526.6,0.0,4222.5,New Trip from P4 2019/20
43400,Accompany the Minister on the British Columbia Tour to visit stakeholders,2019-07-03,2019-07-11,"Kelowna, British Columbia, Canada; Kamloops, British Columbia, Canada; Richmond, British Columbia, Canada",1620.95,166.59,1673.88,577.25,0.0,4038.67,New Trip from P4 2019/20
43401,Accompany the Minister on the British Columbia Tour to visit stakeholders,2019-07-03,2017-07-10,"Kelowna, British Columbia, Canada; Kamloops, British Columbia, Canada; Richmond, British Columbia, Canada",1786.98,0.0,1673.88,526.6,0.0,3987.46,New Trip from P4 2019/20
43408,To make Housing announcements; To attend a Town Hall meeting,2019-08-05,2019-08-09,"Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada; Calgary, Alberta, Canada",3018.26,34.0,584.34,182.5,0.0,3819.1,New Trip from P5 2019/20
43413,Accompany the Parliamentary Secretary and the Minister for Housing announcements,2019-08-27,2019-08-30,"York, Ontario, Canada; Hamilton, Ontario, Canada",0.0,210.98,0.0,162.4,0.0,373.38,New Trip from P5 2019/20
43414,Accompany the Parliamentary Secretary for an Housing announcement and a roundtable,2019-08-22,2019-08-22,"Kitchener, Ontario, Canada; London, Ontario, Canada; Burlington, Ontario, Canada; Ajax, Ontario, Canada",0.0,151.59,0.0,91.25,0.0,242.84,New Trip from P5 2019/20
43416,Accompany the Minister for Canada Child Benefit announcements,2019-07-16,2019-07-18,"Chatham, Ontario, Canada; London, Ontario, Canada; Kitchener, Ontario, Canada; Milton, Ontario, Canada; Scarborough, Ontario, Canada; Belleville, Ontario, Canada; Napanee, Ontario, Canada; Kingston, Ontario, Canada",367.34,494.62,343.66,232.75,0.0,1438.37,Trip amendment from P4 of 2019/20
43418,Accompany the Minister for an announcement with the Mayor of Quebec and Housing announcements,2019-08-25,2019-08-28,"Québec, Quebec, Canada; Montréal, Quebec, Canada; Toronto, Ontario, Canada",1484.77,454.18,634.23,223.1,0.0,2796.28,Trip amendment from P5 of 2019/20
43421,Accompany the Minister for an Homelessness announcement and a Tax Cuts and Housing announcement,2019-08-19,2019-08-20,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada",1758.68,148.05,218.2,111.35,0.0,2236.28,New Trip from P5 2019/20
43422,Accompany the Minister for Housing announcements,2019-08-05,2019-08-07,"Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada; Calgary, Alberta, Canada",2396.62,243.21,584.34,131.85,0.0,3356.02,New Trip from P5 2019/20
43432,For Labour Day announcements and events,2019-09-01,2019-09-02,"Toronto, Ontario, Canada; Mississauga, Ontario, Canada",856.72,0.0,293.8,40.6,0.0,1191.12,Trip amendment from P6 of 2019/20
43440,Accompany the Minister for photo coverage of Labour Day announcements and events,2019-09-02,2019-09-02,"Toronto, Ontario, Canada; Mississauga, Ontario, Canada",562.33,98.8,0.0,20.1,0.0,681.23,The airfare amount is net of a travel credit of $595.84
43455,Accompany the Parliamentary Secretary for an Early learning and child care Innovation announcement and for an Housing announcement,2019-08-12,2019-08-15,"Toronto, Ontario, Canada; Scarborough, Ontario, Canada",0.0,80.99,0.0,81.2,0.0,162.19,New Trip from P5 2019/20
43457,Accompany the Minister for Canada Child Benefit announcements,2019-07-16,2019-07-17,"Windsor, Ontario, Canada; Toronto, Ontario, Canada",846.55,78.21,151.41,101.3,0.0,1177.47,Trip amendment from P4 of 2019/20
43463,Attend the 2019 ESPAS conference and other meetings with stakeholders,2019-10-10,2019-10-20,"Brussels, Belgium; London, United Kingdom",2206.78,428.76,1150.67,246.46,0.0,4032.67,Trip amendment from P7 of 2019/20
43512,To attend All-staff meetings,2019-10-27,2019-11-01,"Vancouver, British Columbia, Canada; Victoria, British Columbia, Canada; Edmonton, Alberta, Canada; Winnipeg, Manitoba, Canada",1797.95,446.78,955.71,611.85,0.0,3812.29,Trip amendment from P8 of 2019/20
43524,To attend roundtables on Housing and to attend meetings with provincial counterparts and municipal partners,2019-11-28,2019-11-29,"Calgary, Alberta, Canada; Vancouver, British Columbia, Canada; Burnaby, British Columbia, Canada",2208.56,62.1,186.83,183.0,0.0,2640.49,New Trip from P8 of 2019/20
43525,To make Housing announcements,2019-08-18,2019-08-20,"Victoria, British Columbia, Canada; Vancouver, British Columbia, Canada",1641.07,131.6,419.9,162.0,0.0,2354.57,New Trip from P5 of 2019/20
43526,Accompany the Minister for roundtables on Housing and for meetings with provincial counterparts and municipal partners,2019-11-28,2019-11-29,"Calgary, Alberta, Canada; Vancouver, British Columbia, Canada; Burnaby, British Columbia, Canada",1141.23,251.61,186.83,183.0,8.35,1771.02,Trip amendment from P8 of 2019/20
43527,Accompany the Minister for roundtables on Housing and for meetings with provincial counterparts and municipal partners,2019-11-28,2019-11-29,"Calgary, Alberta, Canada; Vancouver, British Columbia, Canada; Burnaby, British Columbia, Canada",2011.94,141.09,186.83,183.0,0.0,2522.86,New Trip from P8 of 2019/20
